NMFS_POPID,RECOVERY_DOMAIN,ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,NWR_Name,Population_RunTime,SPECIES,RUN_TIMING,STREAM_NAME,START_YEAR,END_YEAR,BROOD_YEAR,VIABILITY_TYPE,NUMBER_OF_SPAWNERS,SPAWNER_NOTES,FRACWILD,HATCHERY_FRACTION,HATCHERY_FRACTION_NOTES,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_1_HARVEST,AGE_2_HARVEST,AGE_3_HARVEST,AGE_4_HARVEST,AGE_5_HARVEST,AGE_6_HARVEST,AGE_7_HARVEST,REGIME,AGE_NOTES,ABUND_COUNT_EXTERNAL_FILE_1_LI,ABUND_COUNT_EXTERNAL_FILE_2_LI,POPULATION_DB_ID,TOTAL_SPAWNERS_WITH_JACKS,NATURAL_SPAWNERS_WITH_JACKS,NATURAL_ADULT_ANNUAL_RUN_4_6,JACK_FRAC_OF_HATCHERY_SPAWNERS,ADULT_NATURAL_HARVEST_RATE,NAT_NO_ORIGIN_BROOD_STOCK,ADULT_BROOD_RETURNS,SAR_ADJUSTED_ADULT_BRD_RETURNS,LINK_REFERENCE_S,ADJUSTED_LINK_REFERENCE_S,ATTRIBUTE_SCOPE_TYPE,INCLUDE_AGE2,HATCHERY_RETURN,HATCHERY_RETURN_NOR,NUMBER_USED_FOR_BROODSTOCK,FRACTION_BROODSTOCK_TAKEN_NOR,AGE_DATA_TYPE,AGE_DETERMINATION_SAMPLE_SIZE,AEQ_CATCH_AGE2_OCEAN,CO2_DATA_TYPE,AEQ_CATCH_AGE3_OCEAN,CO3_DATA_TYPE,AEQ_CATCH_AGE4_OCEAN,CO4_DATA_TYPE,AEQ_CATCH_AGE5_OCEAN,CO5_DATA_TYPE,CATCH_AGE2_TERMINAL_FISHERIES,CTF2_DATA_TYPE,CATCH_AGE3_TERMINAL_FISHERIES,CTF3_DATA_TYPE,CATCH_AGE4_TERMINAL_FISHERIES,CTF4_DATA_TYPE,CATCH_AGE5_TERMINAL_FISHERIES,CTF5_DATA_TYPE,PPM_POSTFISHERY_PRESPAWN_MORT,PPM_AGE2,PPM_AGE3,PPM_AGE4,PPM_AGE5,RETURN_POTENTIAL,RETURN_POTENTIAL_AGE2,RETURN_POTENTIAL_AGE3,RETURN_POTENTIAL_AGE4,RETURN_POTENTIAL_AGE5,SAIP_STOCK_ID,SAIP_ABUNDANCE,SAIP_CATCH,SAIP_ANTHROPOGENIC,SAIP_LIFE_HISTORY,SAIP_ASSESSMENT_MODEL,SAIP_FREQUENCY,QAQC_FLAG
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1996,,254,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1997,,39,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1998,,42,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,1999,,215,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2000,,33,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2001,,555,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2002,,886,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2003,,766,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2004,,352,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2005,,380,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2006,,292,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2007,,2144,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2008,,363,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2009,,26,,0.4,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring,Chinook,Spring-run,,1980,2013,2010,,0,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring-run,Chinook,Spring-run,,1980,2013,2011,,200,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring,Chinook,Spring-run,,1980,2013,2012,,28,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River-Spring,Chinook,Spring-run,,1980,2013,2013,,158,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1964,,16857,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1965,,7927,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1966,,11627,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1967,,9711,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1968,,7160,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1969,,4986,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1970,,4130,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1971,,19926,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1972,,18488,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1973,,9120,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1974,,7549,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1975,,13859,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1976,,3371,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1977,,6930,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1978,,5363,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1979,,8023,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1980,,13839,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1981,,19297,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1982,,8370,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1983,,13540,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1984,,7132,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1985,,7491,,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1986,,10472,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,10472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1987,,12210,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,12210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1988,,11165,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,11165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1989,,20058,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1990,,15378,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,15378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1991,,8787,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1992,,5508,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1993,,6462,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1994,,8456,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,8456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1995,,9715,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,9715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1996,,13077,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,13077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1997,,8168,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,8168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1998,,5173,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,1999,,2417,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2000,,8741,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2001,,11274,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,11274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2002,,13293,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,13293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2003,,12912,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,12912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2004,,12928,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Willamette/Lower Columbia,Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River-Late Fall-run,Chinook,Late fall,,1964,2013,2005,,9775,,1,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
